ratio,total flow rate,polarity,ca,bo,mo,pitch,l,viscosity,interfacial tension,contact angle,s/f
1,1400,4,0.923862814,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1600,4,1.055843216,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1800,4,1.187823618,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,2000,4,1.31980402,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,200,4,0.105584322,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,400,4,0.211168643,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,600,4,0.316752965,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1.5,800,4,0.422337286,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1.5,1000,4,0.527921608,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1200,4,0.63350593,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1400,4,0.739090251,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1600,4,0.844674573,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1800,4,0.950258895,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,2000,4,1.055843216,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,200,4,0.065990201,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,400,4,0.131980402,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,600,4,0.197970603,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
3,800,4,0.263960804,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
3,1000,4,0.329951005,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1200,4,0.395941206,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1400,4,0.461931407,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1600,4,0.527921608,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1800,4,0.593911809,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,2000,4,0.65990201,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,200,4,0.131980402,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,400,4,0.263960804,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,600,4,0.395941206,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1,800,4,0.527921608,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1000,4,0.65990201,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1200,4,0.791882412,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1400,4,0.923862814,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1600,4,1.055843216,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1800,4,1.187823618,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,2000,4,1.31980402,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,200,4,0.105584322,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,400,4,0.211168643,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1.5,600,4,0.316752965,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1.5,800,4,0.422337286,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1000,4,0.527921608,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1200,4,0.63350593,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1400,4,0.739090251,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1600,4,0.844674573,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1800,4,0.950258895,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,2000,4,1.055843216,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,200,4,0.065990201,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,400,4,0.131980402,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
3,600,4,0.197970603,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
3,800,4,0.263960804,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
3,1000,4,0.329951005,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1200,4,0.395941206,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1400,4,0.461931407,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1600,4,0.527921608,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1800,4,0.593911809,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,2000,4,0.65990201,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,200,4,0.131980402,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,400,4,0.263960804,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,600,4,0.395941206,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,800,4,0.527921608,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1,1000,4,0.65990201,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1,1200,4,0.791882412,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1,1400,4,0.923862814,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1600,4,1.055843216,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,1800,4,1.187823618,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,2000,4,1.31980402,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,200,4,0.105584322,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,400,4,0.211168643,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,600,4,0.316752965,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1.5,800,4,0.422337286,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
1.5,1000,4,0.527921608,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1200,4,0.63350593,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1400,4,0.739090251,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1600,4,0.844674573,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,1800,4,0.950258895,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1.5,2000,4,1.055843216,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,200,4,0.065990201,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,400,4,0.131980402,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,600,4,0.197970603,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
3,800,4,0.263960804,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
3,1000,4,0.329951005,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,1
3,1200,4,0.395941206,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1400,4,0.461931407,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1600,4,0.527921608,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,1800,4,0.593911809,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
3,2000,4,0.65990201,0.0495,6.20E-10,0.453,14,0.00295,0.0000242,11.13333333,0
1,200,4.4,0.020300375,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
1,400,4.4,0.040600751,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,600,4.4,0.060901126,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,800,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1000,4.4,0.101501877,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1200,4.4,0.121802252,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1400,4.4,0.142102628,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1600,4.4,0.162403003,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1800,4.4,0.182703379,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,2000,4.4,0.203003754,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,200,4.4,0.0162403,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
1.5,400,4.4,0.032480601,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,600,4.4,0.048720901,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,800,4.4,0.064961201,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1000,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1200,4.4,0.097441802,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1400,4.4,0.113682102,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1600,4.4,0.129922403,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1800,4.4,0.146162703,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,2000,4.4,0.162403003,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,200,4.4,0.010150188,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
3,400,4.4,0.020300375,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,600,4.4,0.030450563,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,800,4.4,0.040600751,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1000,4.4,0.050750938,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1200,4.4,0.060901126,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1400,4.4,0.071051314,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1600,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1800,4.4,0.091351689,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,2000,4.4,0.101501877,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,200,4.4,0.020300375,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
1,400,4.4,0.040600751,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
1,600,4.4,0.060901126,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,800,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1000,4.4,0.101501877,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1200,4.4,0.121802252,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1400,4.4,0.142102628,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1600,4.4,0.162403003,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1800,4.4,0.182703379,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,2000,4.4,0.203003754,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,200,4.4,0.0162403,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
1.5,400,4.4,0.032480601,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,600,4.4,0.048720901,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,800,4.4,0.064961201,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1000,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1200,4.4,0.097441802,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1400,4.4,0.113682102,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1600,4.4,0.129922403,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1800,4.4,0.146162703,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,2000,4.4,0.162403003,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,200,4.4,0.010150188,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
3,400,4.4,0.020300375,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,600,4.4,0.030450563,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,800,4.4,0.040600751,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1000,4.4,0.050750938,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1200,4.4,0.060901126,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1400,4.4,0.071051314,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1600,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1800,4.4,0.091351689,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,2000,4.4,0.101501877,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,200,4.4,0.020300375,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
1,400,4.4,0.040600751,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,600,4.4,0.060901126,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,800,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1000,4.4,0.101501877,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1200,4.4,0.121802252,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1400,4.4,0.142102628,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1600,4.4,0.162403003,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,1800,4.4,0.182703379,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,2000,4.4,0.203003754,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,200,4.4,0.0162403,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
1.5,400,4.4,0.032480601,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,600,4.4,0.048720901,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,800,4.4,0.064961201,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1000,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1200,4.4,0.097441802,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1400,4.4,0.113682102,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1600,4.4,0.129922403,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,1800,4.4,0.146162703,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1.5,2000,4.4,0.162403003,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,200,4.4,0.010150188,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,1
3,400,4.4,0.020300375,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,600,4.4,0.030450563,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,800,4.4,0.040600751,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1000,4.4,0.050750938,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1200,4.4,0.060901126,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1400,4.4,0.071051314,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1600,4.4,0.081201502,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,1800,4.4,0.091351689,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
3,2000,4.4,0.101501877,0.025,3.15E-10,0.245,7,0.00045,0.000024,11.76666667,0
1,200,4.4,0.020300375,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,400,4.4,0.040600751,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,600,4.4,0.060901126,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,800,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1000,4.4,0.101501877,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1200,4.4,0.121802252,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1400,4.4,0.142102628,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1600,4.4,0.162403003,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1800,4.4,0.182703379,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,2000,4.4,0.203003754,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,200,4.4,0.0162403,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,400,4.4,0.032480601,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,600,4.4,0.048720901,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,800,4.4,0.064961201,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1000,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1200,4.4,0.097441802,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1400,4.4,0.113682102,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1600,4.4,0.129922403,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1800,4.4,0.146162703,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,2000,4.4,0.162403003,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,200,4.4,0.010150188,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,400,4.4,0.020300375,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,600,4.4,0.030450563,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,800,4.4,0.040600751,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1000,4.4,0.050750938,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1200,4.4,0.060901126,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1400,4.4,0.071051314,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1600,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1800,4.4,0.091351689,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,2000,4.4,0.101501877,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,200,4.4,0.020300375,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,400,4.4,0.040600751,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,600,4.4,0.060901126,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,800,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1000,4.4,0.101501877,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1200,4.4,0.121802252,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1400,4.4,0.142102628,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1600,4.4,0.162403003,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1800,4.4,0.182703379,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,2000,4.4,0.203003754,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,200,4.4,0.0162403,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,400,4.4,0.032480601,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,600,4.4,0.048720901,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,800,4.4,0.064961201,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1000,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1200,4.4,0.097441802,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1400,4.4,0.113682102,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1600,4.4,0.129922403,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1800,4.4,0.146162703,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,2000,4.4,0.162403003,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,200,4.4,0.010150188,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,400,4.4,0.020300375,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,600,4.4,0.030450563,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,800,4.4,0.040600751,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1000,4.4,0.050750938,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1200,4.4,0.060901126,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1400,4.4,0.071051314,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1600,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1800,4.4,0.091351689,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,2000,4.4,0.101501877,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,200,4.4,0.020300375,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,400,4.4,0.040600751,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,600,4.4,0.060901126,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,800,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1000,4.4,0.101501877,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1200,4.4,0.121802252,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1400,4.4,0.142102628,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1600,4.4,0.162403003,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,1800,4.4,0.182703379,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,2000,4.4,0.203003754,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,200,4.4,0.0162403,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,400,4.4,0.032480601,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,600,4.4,0.048720901,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,800,4.4,0.064961201,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1000,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1200,4.4,0.097441802,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1400,4.4,0.113682102,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1600,4.4,0.129922403,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,1800,4.4,0.146162703,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1.5,2000,4.4,0.162403003,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,200,4.4,0.010150188,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,400,4.4,0.020300375,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,600,4.4,0.030450563,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,800,4.4,0.040600751,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1000,4.4,0.050750938,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1200,4.4,0.060901126,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1400,4.4,0.071051314,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1600,4.4,0.081201502,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,1800,4.4,0.091351689,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
3,2000,4.4,0.101501877,0.025,3.15E-10,0.245,14,0.00045,0.000024,11.76666667,0
1,200,4.4,0.020300375,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,400,4.4,0.040600751,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,600,4.4,0.060901126,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,800,4.4,0.081201502,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,1000,4.4,0.101501877,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,1200,4.4,0.121802252,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,1400,4.4,0.142102628,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,1600,4.4,0.162403003,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,1800,4.4,0.182703379,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1,2000,4.4,0.203003754,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1.5,200,4.4,0.0162403,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1.5,400,4.4,0.032480601,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
1.5,600,4.4,0.048720901,0.025,3.15E-10,0.453,7,0.00045,0.000024,11.76666667,0
